"Name"	"Work-Stealing Workers"	"Work-Stealing Places"
"Crypt (C)"	0.557333333333333	0.554
"LUFact (C)"	2.51933333333333	2.426
"SOR (C)"	0.728333333333333	0.80433333333333
"Series (B)"	11.4463333333333	11.4246666666667
"MolDyn (B)"	6.35833333333333	6.33033333333333
"MonteCarlo (B)"	3.06666666666667	3.01566666666667
"RayTracer (B)"	2.64033333333333	2.718
